# af, f_ring, f_damp
-1.000000e+00	4.640140e-02	1.400980e-02
-9.990000e-01	4.641100e-02	1.401020e-02
-9.980000e-01	4.641970e-02	1.401060e-02
-9.960000e-01	4.643730e-02	1.401140e-02
-9.940000e-01	4.645260e-02	1.401770e-02
-9.920000e-01	4.647300e-02	1.401540e-02
-9.900000e-01	4.649090e-02	1.401480e-02
-9.880000e-01	4.650840e-02	1.401500e-02
-9.860000e-01	4.652590e-02	1.401560e-02
-9.840000e-01	4.654350e-02	1.401640e-02
-9.820000e-01	4.656110e-02	1.401720e-02
-9.800000e-01	4.657890e-02	1.401810e-02
-9.780000e-01	4.659660e-02	1.401890e-02
-9.760000e-01	4.661440e-02	1.401980e-02
-9.740000e-01	4.663220e-02	1.402060e-02
-9.720000e-01	4.665010e-02	1.402140e-02
-9.700000e-01	4.666790e-02	1.402230e-02
-9.680000e-01	4.668580e-02	1.402310e-02
-9.660000e-01	4.670380e-02	1.402390e-02
-9.640000e-01	4.672170e-02	1.402470e-02
-9.620000e-01	4.673970e-02	1.402560e-02
-9.600000e-01	4.675770e-02	1.402640e-02
-9.580000e-01	4.677570e-02	1.402720e-02
-9.560000e-01	4.679370e-02	1.402800e-02
-9.540000e-01	4.681170e-02	1.402880e-02
-9.520000e-01	4.682980e-02	1.402960e-02
-9.500000e-01	4.684790e-02	1.403050e-02
-9.480000e-01	4.686600e-02	1.403130e-02
-9.460000e-01	4.688420e-02	1.403210e-02
-9.440000e-01	4.690240e-02	1.403290e-02
-9.420000e-01	4.692050e-02	1.403370e-02
-9.400000e-01	4.693880e-02	1.403450e-02
-9.380000e-01	4.695700e-02	1.403530e-02
-9.360000e-01	4.697520e-02	1.403610e-02
-9.340000e-01	4.699350e-02	1.403690e-02
-9.320000e-01	4.701180e-02	1.403770e-02
-9.300000e-01	4.703020e-02	1.403850e-02
-9.280000e-01	4.704850e-02	1.403930e-02
-9.260000e-01	4.706690e-02	1.404010e-02
-9.240000e-01	4.708530e-02	1.404090e-02
-9.220000e-01	4.710370e-02	1.404170e-02
-9.200000e-01	4.712210e-02	1.404250e-02
-9.180000e-01	4.714060e-02	1.404330e-02
-9.160000e-01	4.715910e-02	1.404400e-02
-9.140000e-01	4.717760e-02	1.404480e-02
-9.120000e-01	4.719620e-02	1.404560e-02
-9.100000e-01	4.721470e-02	1.404640e-02
-9.080000e-01	4.723330e-02	1.404720e-02
-9.060000e-01	4.725190e-02	1.404800e-02
-9.040000e-01	4.727050e-02	1.404870e-02
-9.020000e-01	4.728920e-02	1.404950e-02
-9.000000e-01	4.730790e-02	1.405030e-02
-8.980000e-01	4.732660e-02	1.405110e-02
-8.960000e-01	4.734530e-02	1.405190e-02
-8.940000e-01	4.736410e-02	1.405260e-02
-8.920000e-01	4.738290e-02	1.405340e-02
-8.900000e-01	4.740170e-02	1.405420e-02
-8.880000e-01	4.742050e-02	1.405490e-02
-8.860000e-01	4.743930e-02	1.405570e-02
-8.840000e-01	4.745820e-02	1.405650e-02
-8.820000e-01	4.747710e-02	1.405720e-02
-8.800000e-01	4.749600e-02	1.405800e-02
-8.780000e-01	4.751500e-02	1.405870e-02
-8.760000e-01	4.753400e-02	1.405950e-02
-8.740000e-01	4.755300e-02	1.406030e-02
-8.720000e-01	4.757200e-02	1.406100e-02
-8.700000e-01	4.759100e-02	1.406180e-02
-8.680000e-01	4.761010e-02	1.406250e-02
-8.660000e-01	4.762920e-02	1.406330e-02
-8.640000e-01	4.764830e-02	1.406400e-02
-8.620000e-01	4.766750e-02	1.406480e-02
-8.600000e-01	4.768660e-02	1.406550e-02
-8.580000e-01	4.770580e-02	1.406630e-02
-8.560000e-01	4.772510e-02	1.406700e-02
-8.540000e-01	4.774430e-02	1.406770e-02
-8.520000e-01	4.776360e-02	1.406850e-02
-8.500000e-01	4.778290e-02	1.406920e-02
-8.480000e-01	4.780220e-02	1.407000e-02
-8.460000e-01	4.782160e-02	1.407070e-02
-8.440000e-01	4.784090e-02	1.407140e-02
-8.420000e-01	4.786030e-02	1.407220e-02
-8.400000e-01	4.787980e-02	1.407290e-02
-8.380000e-01	4.789920e-02	1.407360e-02
-8.360000e-01	4.791870e-02	1.407440e-02
-8.340000e-01	4.793820e-02	1.407510e-02
-8.320000e-01	4.795770e-02	1.407580e-02
-8.300000e-01	4.797730e-02	1.407650e-02
-8.280000e-01	4.799690e-02	1.407720e-02
-8.260000e-01	4.801650e-02	1.407800e-02
-8.240000e-01	4.803610e-02	1.407870e-02
-8.220000e-01	4.805580e-02	1.407940e-02
-8.200000e-01	4.807550e-02	1.408010e-02
-8.180000e-01	4.809520e-02	1.408080e-02
-8.160000e-01	4.811490e-02	1.408150e-02
-8.140000e-01	4.813470e-02	1.408220e-02
-8.120000e-01	4.815450e-02	1.408290e-02
-8.100000e-01	4.817430e-02	1.408370e-02
-8.080000e-01	4.819420e-02	1.408440e-02
-8.060000e-01	4.821400e-02	1.408510e-02
-8.040000e-01	4.823390e-02	1.408580e-02
-8.020000e-01	4.825390e-02	1.408650e-02
-8.000000e-01	4.827380e-02	1.408720e-02
-7.980000e-01	4.829380e-02	1.408790e-02
-7.960000e-01	4.831380e-02	1.408850e-02
-7.940000e-01	4.833390e-02	1.408920e-02
-7.920000e-01	4.835390e-02	1.408990e-02
-7.900000e-01	4.837400e-02	1.409060e-02
-7.880000e-01	4.839410e-02	1.409130e-02
-7.860000e-01	4.841430e-02	1.409200e-02
-7.840000e-01	4.843450e-02	1.409270e-02
-7.820000e-01	4.845470e-02	1.409340e-02
-7.800000e-01	4.847490e-02	1.409400e-02
-7.780000e-01	4.849510e-02	1.409470e-02
-7.760000e-01	4.851540e-02	1.409540e-02
-7.740000e-01	4.853570e-02	1.409610e-02
-7.720000e-01	4.855610e-02	1.409670e-02
-7.700000e-01	4.857640e-02	1.409740e-02
-7.680000e-01	4.859680e-02	1.409810e-02
-7.660000e-01	4.861730e-02	1.409880e-02
-7.640000e-01	4.863770e-02	1.409940e-02
-7.620000e-01	4.865820e-02	1.410010e-02
-7.600000e-01	4.867870e-02	1.410070e-02
-7.580000e-01	4.869920e-02	1.410140e-02
-7.560000e-01	4.871980e-02	1.410210e-02
-7.540000e-01	4.874040e-02	1.410270e-02
-7.520000e-01	4.876100e-02	1.410340e-02
-7.500000e-01	4.878170e-02	1.410400e-02
-7.480000e-01	4.880240e-02	1.410470e-02
-7.460000e-01	4.882310e-02	1.410530e-02
-7.440000e-01	4.884380e-02	1.410600e-02
-7.420000e-01	4.886460e-02	1.410660e-02
-7.400000e-01	4.888540e-02	1.410730e-02
-7.380000e-01	4.890620e-02	1.410790e-02
-7.360000e-01	4.892700e-02	1.410860e-02
-7.340000e-01	4.894790e-02	1.410920e-02
-7.320000e-01	4.896880e-02	1.410980e-02
-7.300000e-01	4.898980e-02	1.411050e-02
-7.280000e-01	4.901080e-02	1.411110e-02
-7.260000e-01	4.903180e-02	1.411170e-02
-7.240000e-01	4.905280e-02	1.411240e-02
-7.220000e-01	4.907390e-02	1.411300e-02
-7.200000e-01	4.909490e-02	1.411360e-02
-7.180000e-01	4.911610e-02	1.411420e-02
-7.160000e-01	4.913720e-02	1.411490e-02
-7.140000e-01	4.915840e-02	1.411550e-02
-7.120000e-01	4.917960e-02	1.411610e-02
-7.100000e-01	4.920080e-02	1.411670e-02
-7.080000e-01	4.922210e-02	1.411730e-02
-7.060000e-01	4.924340e-02	1.411800e-02
-7.040000e-01	4.926470e-02	1.411860e-02
-7.020000e-01	4.928610e-02	1.411920e-02
-7.000000e-01	4.930750e-02	1.411980e-02
-6.980000e-01	4.932890e-02	1.412040e-02
-6.960000e-01	4.935040e-02	1.412100e-02
-6.940000e-01	4.937190e-02	1.412160e-02
-6.920000e-01	4.939340e-02	1.412220e-02
-6.900000e-01	4.941490e-02	1.412280e-02
-6.880000e-01	4.943650e-02	1.412340e-02
-6.860000e-01	4.945810e-02	1.412400e-02
-6.840000e-01	4.947970e-02	1.412460e-02
-6.820000e-01	4.950140e-02	1.412520e-02
-6.800000e-01	4.952310e-02	1.412570e-02
-6.780000e-01	4.954480e-02	1.412630e-02
-6.760000e-01	4.956660e-02	1.412690e-02
-6.740000e-01	4.958840e-02	1.412750e-02
-6.720000e-01	4.961020e-02	1.412810e-02
-6.700000e-01	4.963210e-02	1.412870e-02
-6.680000e-01	4.965400e-02	1.412920e-02
-6.660000e-01	4.967590e-02	1.412980e-02
-6.640000e-01	4.969790e-02	1.413040e-02
-6.620000e-01	4.971980e-02	1.413090e-02
-6.600000e-01	4.974190e-02	1.413150e-02
-6.580000e-01	4.976390e-02	1.413210e-02
-6.560000e-01	4.978600e-02	1.413260e-02
-6.540000e-01	4.980810e-02	1.413320e-02
-6.520000e-01	4.983020e-02	1.413380e-02
-6.500000e-01	4.985240e-02	1.413430e-02
-6.480000e-01	4.987460e-02	1.413490e-02
-6.460000e-01	4.989690e-02	1.413540e-02
-6.440000e-01	4.991920e-02	1.413600e-02
-6.420000e-01	4.994150e-02	1.413650e-02
-6.400000e-01	4.996380e-02	1.413710e-02
-6.380000e-01	4.998620e-02	1.413760e-02
-6.360000e-01	5.000860e-02	1.413820e-02
-6.340000e-01	5.003100e-02	1.413870e-02
-6.320000e-01	5.005350e-02	1.413920e-02
-6.300000e-01	5.007600e-02	1.413980e-02
-6.280000e-01	5.009860e-02	1.414030e-02
-6.260000e-01	5.012120e-02	1.414080e-02
-6.240000e-01	5.014380e-02	1.414140e-02
-6.220000e-01	5.016640e-02	1.414190e-02
-6.200000e-01	5.018910e-02	1.414240e-02
-6.180000e-01	5.021180e-02	1.414290e-02
-6.160000e-01	5.023450e-02	1.414350e-02
-6.140000e-01	5.025730e-02	1.414400e-02
-6.120000e-01	5.028010e-02	1.414450e-02
-6.100000e-01	5.030300e-02	1.414500e-02
-6.080000e-01	5.032590e-02	1.414550e-02
-6.060000e-01	5.034880e-02	1.414600e-02
-6.040000e-01	5.037170e-02	1.414660e-02
-6.020000e-01	5.039470e-02	1.414710e-02
-6.000000e-01	5.041770e-02	1.414760e-02
-5.980000e-01	5.044080e-02	1.414810e-02
