# freq 	 sqrt(Sn)
3.691981e+01	1.679818e-25
3.700494e+01	1.679270e-25
3.709028e+01	1.678725e-25
3.717581e+01	1.678183e-25
3.726154e+01	1.677644e-25
3.734746e+01	1.677107e-25
3.743359e+01	1.676572e-25
3.751991e+01	1.676041e-25
3.760643e+01	1.675512e-25
3.769315e+01	1.674985e-25
3.778007e+01	1.674461e-25
3.786719e+01	1.673940e-25
3.795451e+01	1.673421e-25
3.804204e+01	1.672904e-25
3.812976e+01	1.672390e-25
3.821769e+01	1.671879e-25
3.830582e+01	1.671370e-25
3.839415e+01	1.670863e-25
3.848269e+01	1.670359e-25
3.857143e+01	1.669858e-25
3.866038e+01	1.669359e-25
3.874953e+01	1.668862e-25
3.883889e+01	1.668367e-25
3.892845e+01	1.667875e-25
3.901822e+01	1.667385e-25
3.910820e+01	1.666898e-25
3.919838e+01	1.666413e-25
3.928877e+01	1.665930e-25
3.937937e+01	1.665450e-25
3.947018e+01	1.664972e-25
3.956120e+01	1.664496e-25
3.965243e+01	1.664023e-25
3.974386e+01	1.663551e-25
3.983552e+01	1.663082e-25
3.992738e+01	1.662615e-25
4.001945e+01	1.662151e-25
4.011173e+01	1.661688e-25
4.020423e+01	1.661228e-25
4.029694e+01	1.660770e-25
4.038987e+01	1.660314e-25
4.048301e+01	1.659860e-25
4.057636e+01	1.659409e-25
4.066993e+01	1.658960e-25
4.076372e+01	1.658512e-25
4.085772e+01	1.658067e-25
4.095194e+01	1.657624e-25
4.104637e+01	1.657183e-25
4.114102e+01	1.656744e-25
4.123590e+01	1.656307e-25
4.133099e+01	1.655873e-25
4.142630e+01	1.655440e-25
4.152183e+01	1.655009e-25
4.161758e+01	1.654581e-25
4.171355e+01	1.654154e-25
4.180974e+01	1.653729e-25
4.190615e+01	1.653307e-25
4.200279e+01	1.652886e-25
4.209965e+01	1.652467e-25
4.219673e+01	1.652051e-25
4.229403e+01	1.651636e-25
4.239156e+01	1.651223e-25
4.248932e+01	1.650812e-25
4.258730e+01	1.650404e-25
4.268551e+01	1.649997e-25
4.278394e+01	1.649591e-25
4.288260e+01	1.649188e-25
4.298149e+01	1.648787e-25
4.308060e+01	1.648388e-25
4.317995e+01	1.647990e-25
4.327952e+01	1.647594e-25
4.337932e+01	1.647201e-25
4.347936e+01	1.646809e-25
4.357962e+01	1.646418e-25
4.368012e+01	1.646030e-25
4.378084e+01	1.645644e-25
4.388180e+01	1.645259e-25
4.398299e+01	1.644876e-25
4.408442e+01	1.644495e-25
4.418608e+01	1.644116e-25
4.428797e+01	1.643738e-25
4.439010e+01	1.643362e-25
4.449246e+01	1.642988e-25
4.459506e+01	1.642616e-25
4.469790e+01	1.642246e-25
4.480097e+01	1.641877e-25
4.490428e+01	1.641510e-25
4.500783e+01	1.641145e-25
4.511162e+01	1.640781e-25
4.521565e+01	1.640419e-25
4.531992e+01	1.640059e-25
4.542443e+01	1.639701e-25
4.552918e+01	1.639344e-25
4.563417e+01	1.638989e-25
4.573940e+01	1.638635e-25
4.584487e+01	1.638283e-25
4.595059e+01	1.637933e-25
4.605655e+01	1.637585e-25
4.616276e+01	1.637238e-25
4.626921e+01	1.636893e-25
4.637591e+01	1.636549e-25
4.648285e+01	1.636207e-25
4.659004e+01	1.635867e-25
4.669748e+01	1.635528e-25
4.680517e+01	1.635190e-25
4.691310e+01	1.634855e-25
4.702128e+01	1.634521e-25
4.712971e+01	1.634188e-25
4.723839e+01	1.633857e-25
4.734732e+01	1.633528e-25
4.745651e+01	1.633200e-25
4.756594e+01	1.632874e-25
4.767563e+01	1.632550e-25
4.778557e+01	1.632226e-25
4.789576e+01	1.631905e-25
4.800621e+01	1.631585e-25
4.811692e+01	1.631266e-25
4.822787e+01	1.630949e-25
4.833909e+01	1.630634e-25
4.845056e+01	1.630320e-25
4.856229e+01	1.630007e-25
4.867427e+01	1.629696e-25
4.878651e+01	1.629386e-25
4.889901e+01	1.629078e-25
4.901178e+01	1.628772e-25
4.912480e+01	1.628467e-25
4.923808e+01	1.628163e-25
4.935162e+01	1.627861e-25
4.946543e+01	1.627560e-25
4.957950e+01	1.627261e-25
4.969383e+01	1.626963e-25
4.980842e+01	1.626666e-25
4.992328e+01	1.626371e-25
5.003840e+01	1.626078e-25
5.015379e+01	1.625785e-25
5.026945e+01	1.625495e-25
5.038537e+01	1.625205e-25
5.050156e+01	1.624917e-25
5.061802e+01	1.624631e-25
5.073474e+01	1.624345e-25
5.085174e+01	1.624062e-25
5.096900e+01	1.623779e-25
5.108653e+01	1.623498e-25
5.120434e+01	1.623218e-25
5.132242e+01	1.622940e-25
5.144077e+01	1.622663e-25
5.155939e+01	1.622388e-25
5.167829e+01	1.622113e-25
5.179746e+01	1.621840e-25
5.191690e+01	1.621569e-25
5.203663e+01	1.621299e-25
5.215662e+01	1.621030e-25
5.227690e+01	1.620762e-25
5.239745e+01	1.620496e-25
5.251828e+01	1.620231e-25
5.263938e+01	1.619967e-25
5.276077e+01	1.619705e-25
5.288244e+01	1.619444e-25
5.300438e+01	1.619184e-25
5.312661e+01	1.618926e-25
5.324912e+01	1.618669e-25
5.337192e+01	1.618413e-25
5.349499e+01	1.618158e-25
5.361835e+01	1.617905e-25
5.374200e+01	1.617653e-25
5.386592e+01	1.617403e-25
5.399014e+01	1.617153e-25
5.411464e+01	1.616905e-25
5.423943e+01	1.616658e-25
5.436451e+01	1.616412e-25
5.448987e+01	1.616168e-25
5.461553e+01	1.615925e-25
5.474147e+01	1.615683e-25
5.486770e+01	1.615442e-25
5.499423e+01	1.615203e-25
5.512105e+01	1.614965e-25
5.524816e+01	1.614728e-25
5.537556e+01	1.614492e-25
5.550326e+01	1.614257e-25
5.563125e+01	1.614024e-25
5.575953e+01	1.613792e-25
5.588811e+01	1.613561e-25
5.601699e+01	1.613332e-25
5.614617e+01	1.613103e-25
5.627564e+01	1.612876e-25
5.640541e+01	1.612650e-25
5.653549e+01	1.612425e-25
5.666586e+01	1.612201e-25
5.679653e+01	1.611979e-25
5.692750e+01	1.611757e-25
5.705878e+01	1.611537e-25
5.719035e+01	1.611318e-25
5.732224e+01	1.611101e-25
5.745442e+01	1.610884e-25
5.758691e+01	1.610669e-25
5.771971e+01	1.610454e-25
5.785281e+01	1.610241e-25
5.798622e+01	1.610029e-25
5.811993e+01	1.609819e-25
5.825396e+01	1.609609e-25
5.838829e+01	1.609401e-25
5.852294e+01	1.609193e-25
5.865789e+01	1.608987e-25
5.879316e+01	1.608782e-25
5.892874e+01	1.608578e-25
5.906463e+01	1.608376e-25
5.920083e+01	1.608174e-25
5.933735e+01	1.607973e-25
5.947418e+01	1.607774e-25
5.961133e+01	1.607576e-25
5.974879e+01	1.607379e-25
5.988657e+01	1.607183e-25
6.002467e+01	1.606988e-25
6.016309e+01	1.606794e-25
6.030183e+01	1.606602e-25
6.044088e+01	1.606410e-25
6.058026e+01	1.606220e-25
6.071996e+01	1.606030e-25
6.085998e+01	1.605842e-25
6.100032e+01	1.605655e-25
6.114099e+01	1.605469e-25
6.128198e+01	1.605284e-25
6.142330e+01	1.605100e-25
6.156494e+01	1.604918e-25
6.170691e+01	1.604736e-25
6.184921e+01	1.604555e-25
6.199183e+01	1.604376e-25
6.213478e+01	1.604198e-25
6.227807e+01	1.604020e-25
6.242168e+01	1.603844e-25
6.256563e+01	1.603669e-25
6.270990e+01	1.603495e-25
6.285451e+01	1.603322e-25
6.299945e+01	1.603150e-25
6.314473e+01	1.602979e-25
6.329035e+01	1.602809e-25
6.343629e+01	1.602641e-25
6.358258e+01	1.602473e-25
6.372920e+01	1.602306e-25
6.387616e+01	1.602141e-25
6.402346e+01	1.601976e-25
6.417110e+01	1.601813e-25
6.431908e+01	1.601650e-25
6.446740e+01	1.601489e-25
6.461606e+01	1.601329e-25
6.476506e+01	1.601170e-25
6.491441e+01	1.601011e-25
6.506410e+01	1.600854e-25
6.521414e+01	1.600698e-25
6.536453e+01	1.600543e-25
6.551526e+01	1.600389e-25
6.566634e+01	1.600236e-25
6.581776e+01	1.600084e-25
6.596954e+01	1.599933e-25
6.612167e+01	1.599783e-25
6.627414e+01	1.599634e-25
6.642697e+01	1.599487e-25
6.658015e+01	1.599340e-25
6.673369e+01	1.599194e-25
6.688758e+01	1.599049e-25
6.704182e+01	1.598905e-25
6.719642e+01	1.598763e-25
6.735137e+01	1.598621e-25
6.750669e+01	1.598480e-25
6.766236e+01	1.598341e-25
6.781839e+01	1.598202e-25
6.797478e+01	1.598065e-25
6.813153e+01	1.597928e-25
6.828864e+01	1.597792e-25
6.844611e+01	1.597658e-25
6.860395e+01	1.597524e-25
6.876215e+01	1.597392e-25
6.892072e+01	1.597260e-25
6.907965e+01	1.597130e-25
6.923895e+01	1.597000e-25
6.939861e+01	1.596871e-25
6.955865e+01	1.596744e-25
6.971905e+01	1.596618e-25
6.987982e+01	1.596492e-25
7.004097e+01	1.596367e-25
7.020248e+01	1.596244e-25
7.036437e+01	1.596121e-25
7.052663e+01	1.596000e-25
7.068927e+01	1.595879e-25
7.085228e+01	1.595760e-25
7.101566e+01	1.595641e-25
7.117942e+01	1.595524e-25
7.134356e+01	1.595407e-25
7.150808e+01	1.595291e-25
7.167298e+01	1.595177e-25
7.183826e+01	1.595063e-25
7.200392e+01	1.594951e-25
7.216996e+01	1.594839e-25
7.233639e+01	1.594729e-25
7.250319e+01	1.594619e-25
7.267039e+01	1.594510e-25
7.283796e+01	1.594403e-25
7.300593e+01	1.594296e-25
7.317428e+01	1.594190e-25
7.334302e+01	1.594086e-25
7.351215e+01	1.593982e-25
7.368167e+01	1.593879e-25
7.385158e+01	1.593777e-25
7.402188e+01	1.593677e-25
7.419258e+01	1.593577e-25
7.436367e+01	1.593478e-25
7.453515e+01	1.593380e-25
7.470703e+01	1.593283e-25
7.487930e+01	1.593188e-25
7.505198e+01	1.593093e-25
7.522505e+01	1.592999e-25
7.539852e+01	1.592906e-25
7.557239e+01	1.592814e-25
7.574666e+01	1.592723e-25
7.592133e+01	1.592633e-25
7.609640e+01	1.592544e-25
7.627188e+01	1.592456e-25
7.644777e+01	1.592369e-25
7.662406e+01	1.592283e-25
7.680075e+01	1.592198e-25
7.697786e+01	1.592113e-25
7.715537e+01	1.592030e-25
7.733329e+01	1.591948e-25
7.751162e+01	1.591867e-25
7.769036e+01	1.591786e-25
7.786952e+01	1.591707e-25
7.804908e+01	1.591629e-25
7.822907e+01	1.591552e-25
7.840946e+01	1.591475e-25
7.859027e+01	1.591400e-25
7.877150e+01	1.591326e-25
7.895315e+01	1.591252e-25
7.913522e+01	1.591180e-25
7.931771e+01	1.591108e-25
7.950061e+01	1.591038e-25
7.968394e+01	1.590968e-25
7.986769e+01	1.590900e-25
8.005187e+01	1.590832e-25
8.023647e+01	1.590766e-25
8.042149e+01	1.590700e-25
8.060695e+01	1.590635e-25
8.079283e+01	1.590572e-25
8.097914e+01	1.590509e-25
8.116587e+01	1.590447e-25
8.135304e+01	1.590387e-25
8.154064e+01	1.590327e-25
8.172868e+01	1.590268e-25
8.191715e+01	1.590210e-25
8.210605e+01	1.590153e-25
8.229538e+01	1.590097e-25
8.248516e+01	1.590043e-25
8.267537e+01	1.589989e-25
8.286602e+01	1.589936e-25
8.305711e+01	1.589884e-25
8.324864e+01	1.589833e-25
8.344061e+01	1.589783e-25
8.363303e+01	1.589734e-25
8.382588e+01	1.589686e-25
8.401919e+01	1.589639e-25
8.421294e+01	1.589593e-25
8.440713e+01	1.589548e-25
8.460178e+01	1.589504e-25
8.479687e+01	1.589460e-25
8.499241e+01	1.589418e-25
8.518840e+01	1.589377e-25
8.538485e+01	1.589337e-25
8.558175e+01	1.589298e-25
8.577910e+01	1.589260e-25
8.597691e+01	1.589222e-25
8.617517e+01	1.589186e-25
8.637389e+01	1.589151e-25
8.657307e+01	1.589117e-25
8.677271e+01	1.589084e-25
8.697280e+01	1.589051e-25
8.717337e+01	1.589020e-25
8.737439e+01	1.588990e-25
8.757587e+01	1.588961e-25
8.777782e+01	1.588932e-25
8.798024e+01	1.588905e-25
8.818312e+01	1.588879e-25
8.838647e+01	1.588853e-25
8.859029e+01	1.588829e-25
8.879458e+01	1.588806e-25
8.899935e+01	1.588784e-25
8.920458e+01	1.588762e-25
8.941029e+01	1.588742e-25
8.961647e+01	1.588723e-25
8.982312e+01	1.588705e-25
9.003025e+01	1.588687e-25
9.023786e+01	1.588671e-25
9.044595e+01	1.588656e-25
9.065452e+01	1.588642e-25
9.086357e+01	1.588628e-25
9.107310e+01	1.588616e-25
9.128312e+01	1.588605e-25
9.149362e+01	1.588594e-25
9.170461e+01	1.588585e-25
9.191608e+01	1.588577e-25
9.212804e+01	1.588570e-25
9.234048e+01	1.588564e-25
9.255342e+01	1.588559e-25
9.276685e+01	1.588555e-25
9.298077e+01	1.588552e-25
9.319519e+01	1.588549e-25
9.341009e+01	1.588548e-25
9.362550e+01	1.588548e-25
9.384140e+01	1.588549e-25
9.405780e+01	1.588551e-25
9.427470e+01	1.588555e-25
9.449210e+01	1.588559e-25
9.471000e+01	1.588564e-25
9.492840e+01	1.588570e-25
9.514730e+01	1.588577e-25
9.536671e+01	1.588585e-25
9.558663e+01	1.588594e-25
9.580705e+01	1.588605e-25
9.602798e+01	1.588616e-25
9.624943e+01	1.588629e-25
9.647138e+01	1.588642e-25
9.669384e+01	1.588657e-25
9.691682e+01	1.588672e-25
9.714031e+01	1.588689e-25
9.736432e+01	1.588706e-25
9.758884e+01	1.588725e-25
9.781388e+01	1.588745e-25
9.803944e+01	1.588766e-25
9.826552e+01	1.588787e-25
9.849212e+01	1.588810e-25
9.871924e+01	1.588834e-25
9.894689e+01	1.588859e-25
9.917506e+01	1.588885e-25
9.940376e+01	1.588912e-25
9.963299e+01	1.588941e-25
9.986274e+01	1.588970e-25
1.000930e+02	1.589000e-25
1.003238e+02	1.589032e-25
1.005552e+02	1.589064e-25
1.007871e+02	1.589098e-25
1.010195e+02	1.589133e-25
1.012524e+02	1.589169e-25
1.014859e+02	1.589205e-25
1.017199e+02	1.589243e-25
1.019545e+02	1.589282e-25
1.021896e+02	1.589322e-25
1.024253e+02	1.589364e-25
1.026615e+02	1.589406e-25
1.028982e+02	1.589449e-25
1.031355e+02	1.589494e-25
1.033733e+02	1.589540e-25
1.036117e+02	1.589586e-25
1.038506e+02	1.589634e-25
1.040901e+02	1.589683e-25
1.043302e+02	1.589733e-25
1.045707e+02	1.589784e-25
1.048119e+02	1.589836e-25
1.050536e+02	1.589890e-25
1.052958e+02	1.589944e-25
1.055386e+02	1.590000e-25
1.057820e+02	1.590057e-25
1.060259e+02	1.590114e-25
1.062704e+02	1.590173e-25
1.065155e+02	1.590234e-25
1.067611e+02	1.590295e-25
1.070073e+02	1.590357e-25
1.072541e+02	1.590421e-25
1.075014e+02	1.590485e-25
1.077493e+02	1.590551e-25
1.079978e+02	1.590618e-25
1.082468e+02	1.590686e-25
1.084964e+02	1.590755e-25
1.087466e+02	1.590826e-25
1.089974e+02	1.590897e-25
1.092488e+02	1.590970e-25
1.095007e+02	1.591044e-25
1.097532e+02	1.591119e-25
1.100063e+02	1.591195e-25
1.102600e+02	1.591273e-25
1.105142e+02	1.591351e-25
1.107691e+02	1.591431e-25
1.110245e+02	1.591512e-25
1.112805e+02	1.591594e-25
1.115371e+02	1.591677e-25
1.117943e+02	1.591762e-25
1.120521e+02	1.591847e-25
1.123105e+02	1.591934e-25
1.125695e+02	1.592022e-25
1.128291e+02	1.592111e-25
1.130893e+02	1.592202e-25
1.133501e+02	1.592293e-25
1.136115e+02	1.592386e-25
1.138735e+02	1.592480e-25
1.141360e+02	1.592576e-25
1.143992e+02	1.592672e-25
1.146630e+02	1.592770e-25
1.149275e+02	1.592869e-25
1.151925e+02	1.592969e-25
1.154581e+02	1.593070e-25
1.157244e+02	1.593173e-25
1.159912e+02	1.593277e-25
1.162587e+02	1.593382e-25
1.165268e+02	1.593488e-25
1.167955e+02	1.593596e-25
1.170648e+02	1.593705e-25
1.173348e+02	1.593815e-25
1.176054e+02	1.593926e-25
1.178766e+02	1.594038e-25
1.181484e+02	1.594152e-25
1.184209e+02	1.594267e-25
1.186939e+02	1.594384e-25
1.189676e+02	1.594501e-25
1.192420e+02	1.594620e-25
1.195169e+02	1.594740e-25
1.197926e+02	1.594862e-25
1.200688e+02	1.594985e-25
1.203457e+02	1.595109e-25
1.206232e+02	1.595234e-25
1.209013e+02	1.595361e-25
1.211801e+02	1.595489e-25
1.214596e+02	1.595618e-25
1.217397e+02	1.595748e-25
1.220204e+02	1.595880e-25
1.223018e+02	1.596013e-25
1.225838e+02	1.596148e-25
1.228665e+02	1.596284e-25
1.231498e+02	1.596421e-25
1.234338e+02	1.596559e-25
1.237185e+02	1.596699e-25
1.240037e+02	1.596840e-25
1.242897e+02	1.596982e-25
1.245763e+02	1.597126e-25
1.248636e+02	1.597271e-25
1.251515e+02	1.597418e-25
1.254401e+02	1.597566e-25
1.257294e+02	1.597715e-25
1.260193e+02	1.597866e-25
1.263099e+02	1.598018e-25
1.266012e+02	1.598171e-25
1.268931e+02	1.598325e-25
1.271858e+02	1.598482e-25
1.274791e+02	1.598639e-25
1.277730e+02	1.598798e-25
1.280677e+02	1.598958e-25
1.283630e+02	1.599120e-25
1.286590e+02	1.599283e-25
1.289557e+02	1.599447e-25
1.292531e+02	1.599613e-25
1.295511e+02	1.599780e-25
1.298499e+02	1.599949e-25
1.301493e+02	1.600119e-25
1.304494e+02	1.600291e-25
1.307502e+02	1.600463e-25
1.310517e+02	1.600638e-25
1.313540e+02	1.600814e-25
1.316569e+02	1.600991e-25
1.319605e+02	1.601170e-25
1.322648e+02	1.601350e-25
1.325698e+02	1.601531e-25
1.328755e+02	1.601715e-25
1.331819e+02	1.601899e-25
1.334890e+02	1.602085e-25
1.337968e+02	1.602273e-25
1.341054e+02	1.602461e-25
1.344146e+02	1.602652e-25
1.347246e+02	1.602844e-25
1.350352e+02	1.603037e-25
1.353467e+02	1.603232e-25
1.356588e+02	1.603429e-25
1.359716e+02	1.603627e-25
1.362851e+02	1.603826e-25
1.365994e+02	1.604027e-25
1.369144e+02	1.604230e-25
1.372301e+02	1.604434e-25
1.375466e+02	1.604639e-25
1.378638e+02	1.604846e-25
1.381817e+02	1.605055e-25
1.385003e+02	1.605265e-25
1.388197e+02	1.605477e-25
1.391398e+02	1.605690e-25
1.394607e+02	1.605905e-25
1.397823e+02	1.606121e-25
1.401046e+02	1.606339e-25
1.404277e+02	1.606559e-25
1.407515e+02	1.606780e-25
1.410761e+02	1.607003e-25
1.414014e+02	1.607227e-25
1.417275e+02	1.607453e-25
1.420543e+02	1.607680e-25
1.423819e+02	1.607910e-25
1.427103e+02	1.608140e-25
1.430393e+02	1.608373e-25
1.433692e+02	1.608606e-25
1.436998e+02	1.608842e-25
1.440312e+02	1.609079e-25
1.443633e+02	1.609318e-25
1.446962e+02	1.609559e-25
1.450299e+02	1.609801e-25
1.453643e+02	1.610045e-25
1.456995e+02	1.610290e-25
1.460355e+02	1.610537e-25
1.463723e+02	1.610786e-25
1.467098e+02	1.611037e-25
1.470481e+02	1.611289e-25
1.473872e+02	1.611543e-25
1.477271e+02	1.611798e-25
1.480678e+02	1.612056e-25
1.484092e+02	1.612315e-25
1.487514e+02	1.612575e-25
1.490945e+02	1.612838e-25
1.494383e+02	1.613102e-25
1.497829e+02	1.613368e-25
1.501283e+02	1.613636e-25
1.504745e+02	1.613905e-25
1.508215e+02	1.614176e-25
1.511693e+02	1.614449e-25
1.515179e+02	1.614723e-25
1.518673e+02	1.615000e-25
1.522175e+02	1.615278e-25
1.525685e+02	1.615558e-25
1.529203e+02	1.615840e-25
1.532730e+02	1.616123e-25
1.536264e+02	1.616408e-25
1.539807e+02	1.616696e-25
1.543357e+02	1.616984e-25
1.546916e+02	1.617275e-25
1.550484e+02	1.617568e-25
1.554059e+02	1.617862e-25
1.557643e+02	1.618158e-25
1.561235e+02	1.618456e-25
1.564835e+02	1.618756e-25
1.568443e+02	1.619058e-25
1.572060e+02	1.619362e-25
1.575685e+02	1.619667e-25
1.579319e+02	1.619974e-25
1.582961e+02	1.620284e-25
1.586611e+02	1.620595e-25
1.590270e+02	1.620908e-25
1.593937e+02	1.621223e-25
1.597613e+02	1.621539e-25
1.601297e+02	1.621858e-25
1.604989e+02	1.622179e-25
1.608690e+02	1.622501e-25
1.612400e+02	1.622826e-25
1.616118e+02	1.623152e-25
1.619845e+02	1.623481e-25
1.623580e+02	1.623811e-25
1.627325e+02	1.624143e-25
1.631077e+02	1.624478e-25
1.634838e+02	1.624814e-25
1.638608e+02	1.625152e-25
1.642387e+02	1.625492e-25
1.646174e+02	1.625835e-25
1.649971e+02	1.626179e-25
1.653775e+02	1.626525e-25
1.657589e+02	1.626873e-25
1.661411e+02	1.627223e-25
1.665243e+02	1.627576e-25
1.669083e+02	1.627930e-25
1.672932e+02	1.628286e-25
1.676789e+02	1.628645e-25
1.680656e+02	1.629005e-25
1.684532e+02	1.629368e-25
1.688416e+02	1.629732e-25
1.692310e+02	1.630099e-25
1.696212e+02	1.630468e-25
1.700124e+02	1.630839e-25
1.704044e+02	1.631212e-25
1.707974e+02	1.631587e-25
1.711912e+02	1.631964e-25
1.715860e+02	1.632343e-25
1.719817e+02	1.632725e-25
1.723783e+02	1.633108e-25
1.727758e+02	1.633494e-25
1.731742e+02	1.633882e-25
1.735735e+02	1.634272e-25
1.739738e+02	1.634665e-25
1.743750e+02	1.635059e-25
1.747771e+02	1.635456e-25
1.751801e+02	1.635854e-25
1.755841e+02	1.636255e-25
1.759890e+02	1.636659e-25
1.763948e+02	1.637064e-25
1.768016e+02	1.637472e-25
1.772093e+02	1.637882e-25
1.776180e+02	1.638294e-25
1.780275e+02	1.638708e-25
1.784381e+02	1.639125e-25
1.788495e+02	1.639544e-25
1.792620e+02	1.639965e-25
1.796754e+02	1.640389e-25
1.800897e+02	1.640815e-25
1.805050e+02	1.641243e-25
1.809212e+02	1.641673e-25
1.813384e+02	1.642106e-25
1.817566e+02	1.642541e-25
1.821757e+02	1.642978e-25
1.825958e+02	1.643418e-25
1.830169e+02	1.643860e-25
1.834389e+02	1.644305e-25
1.838619e+02	1.644752e-25
1.842859e+02	1.645201e-25
1.847109e+02	1.645652e-25
1.851368e+02	1.646106e-25
1.855638e+02	1.646563e-25
1.859917e+02	1.647022e-25
1.864206e+02	1.647483e-25
1.868505e+02	1.647947e-25
1.872813e+02	1.648413e-25
1.877132e+02	1.648881e-25
1.881461e+02	1.649352e-25
1.885799e+02	1.649826e-25
1.890148e+02	1.650302e-25
1.894507e+02	1.650780e-25
1.898876e+02	1.651261e-25
1.903254e+02	1.651745e-25
1.907643e+02	1.652231e-25
1.912042e+02	1.652719e-25
1.916452e+02	1.653210e-25
1.920871e+02	1.653704e-25
1.925300e+02	1.654200e-25
1.929740e+02	1.654699e-25
1.934190e+02	1.655200e-25
1.938650e+02	1.655704e-25
1.943121e+02	1.656210e-25
1.947602e+02	1.656719e-25
1.952093e+02	1.657231e-25
1.956595e+02	1.657745e-25
1.961106e+02	1.658262e-25
1.965629e+02	1.658781e-25
1.970162e+02	1.659304e-25
1.974705e+02	1.659828e-25
1.979258e+02	1.660356e-25
1.983823e+02	1.660886e-25
1.988397e+02	1.661419e-25
1.992983e+02	1.661955e-25
1.997578e+02	1.662493e-25
2.002185e+02	1.663034e-25
2.006802e+02	1.663577e-25
2.011430e+02	1.664124e-25
2.016068e+02	1.664673e-25
2.020717e+02	1.665225e-25
2.025377e+02	1.665780e-25
2.030047e+02	1.666338e-25
2.034729e+02	1.666898e-25
2.039421e+02	1.667461e-25
2.044124e+02	1.668027e-25
2.048837e+02	1.668596e-25
2.053562e+02	1.669167e-25
2.058298e+02	1.669742e-25
2.063044e+02	1.670319e-25
2.067801e+02	1.670899e-25
2.072570e+02	1.671482e-25
2.077349e+02	1.672069e-25
2.082140e+02	1.672657e-25
2.086941e+02	1.673249e-25
2.091754e+02	1.673844e-25
2.096577e+02	1.674442e-25
2.101412e+02	1.675043e-25
2.106258e+02	1.675646e-25
2.111115e+02	1.676253e-25
2.115983e+02	1.676863e-25
2.120863e+02	1.677475e-25
2.125753e+02	1.678091e-25
2.130655e+02	1.678710e-25
2.135569e+02	1.679332e-25
2.140493e+02	1.679957e-25
2.145429e+02	1.680585e-25
2.150377e+02	1.681216e-25
2.155335e+02	1.681850e-25
2.160306e+02	1.682488e-25
2.165287e+02	1.683128e-25
2.170280e+02	1.683772e-25
2.175285e+02	1.684419e-25
2.180301e+02	1.685070e-25
2.185329e+02	1.685723e-25
2.190368e+02	1.686380e-25
2.195420e+02	1.687041e-25
2.200482e+02	1.687704e-25
2.205557e+02	1.688371e-25
2.210642e+02	1.689042e-25
2.215740e+02	1.689716e-25
2.220850e+02	1.690394e-25
2.225971e+02	1.691075e-25
2.231104e+02	1.691760e-25
2.236249e+02	1.692449e-25
2.241406e+02	1.693141e-25
2.246575e+02	1.693838e-25
2.251755e+02	1.694539e-25
2.256948e+02	1.695244e-25
2.262152e+02	1.695954e-25
2.267369e+02	1.696668e-25
2.272597e+02	1.697387e-25
2.277838e+02	1.698112e-25
2.283091e+02	1.698842e-25
2.288356e+02	1.699578e-25
2.293633e+02	1.700322e-25
2.298922e+02	1.701074e-25
2.304223e+02	1.701835e-25
2.309537e+02	1.702607e-25
2.314862e+02	1.703393e-25
2.320200e+02	1.704196e-25
2.325551e+02	1.705022e-25
2.330914e+02	1.705878e-25
2.336289e+02	1.706777e-25
2.341676e+02	1.707740e-25
2.347076e+02	1.708806e-25
2.352489e+02	1.710046e-25
2.357913e+02	1.711615e-25
2.363351e+02	1.713889e-25
2.368801e+02	1.718003e-25
2.374263e+02	1.728849e-25
2.379738e+02	1.792947e-25
2.385226e+02	3.474508e-25
2.390726e+02	1.757582e-25
2.396239e+02	1.726960e-25
2.401765e+02	1.720991e-25
2.407304e+02	1.719291e-25
2.412855e+02	1.718904e-25
2.418419e+02	1.719052e-25
2.423996e+02	1.719459e-25
2.429586e+02	1.720008e-25
2.435188e+02	1.720641e-25
2.440804e+02	1.721328e-25
2.446432e+02	1.722052e-25
2.452074e+02	1.722803e-25
2.457728e+02	1.723573e-25
2.463396e+02	1.724358e-25
2.469076e+02	1.725156e-25
2.474770e+02	1.725964e-25
2.480477e+02	1.726780e-25
2.486197e+02	1.727605e-25
2.491930e+02	1.728436e-25
2.497677e+02	1.729274e-25
2.503436e+02	1.730117e-25
2.509209e+02	1.730966e-25
2.514995e+02	1.731821e-25
2.520795e+02	1.732680e-25
2.526608e+02	1.733544e-25
2.532434e+02	1.734413e-25
2.538274e+02	1.735287e-25
2.544127e+02	1.736165e-25
2.549994e+02	1.737048e-25
2.555874e+02	1.737935e-25
2.561768e+02	1.738826e-25
2.567676e+02	1.739722e-25
2.573597e+02	1.740622e-25
2.579532e+02	1.741526e-25
2.585480e+02	1.742435e-25
2.591442e+02	1.743347e-25
2.597418e+02	1.744264e-25
2.603408e+02	1.745186e-25
2.609411e+02	1.746111e-25
2.615429e+02	1.747041e-25
2.621460e+02	1.747975e-25
2.627505e+02	1.748913e-25
2.633564e+02	1.749856e-25
2.639637e+02	1.750802e-25
2.645724e+02	1.751753e-25
2.651825e+02	1.752709e-25
2.657940e+02	1.753668e-25
2.664069e+02	1.754632e-25
2.670213e+02	1.755600e-25
2.676370e+02	1.756572e-25
2.682542e+02	1.757549e-25
2.688728e+02	1.758530e-25
2.694928e+02	1.759516e-25
2.701143e+02	1.760505e-25
2.707372e+02	1.761499e-25
2.713615e+02	1.762498e-25
2.719872e+02	1.763501e-25
2.726144e+02	1.764508e-25
2.732431e+02	1.765520e-25
2.738732e+02	1.766536e-25
2.745048e+02	1.767556e-25
2.751378e+02	1.768581e-25
2.757722e+02	1.769611e-25
